instance_uid,sample_id,video_id,gloss,class_id,split,tensor_path,crop_root,preview_path,num_frames_original,num_frames_used,tensor_shape,left_hand_valid_ratio,right_hand_valid_ratio,face_valid_ratio,left_hand_current_bbox_ratio,left_hand_previous_fallback_ratio,left_hand_black_crop_ratio,right_hand_current_bbox_ratio,right_hand_previous_fallback_ratio,right_hand_black_crop_ratio,face_current_bbox_ratio,face_previous_fallback_ratio,face_black_crop_ratio,mean_left_hand_conf,mean_right_hand_conf,mean_face_conf,status,error_message,notes
wlasl:01385,01385,01385,africa,76,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01385.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01385_preview.jpg,47,64,"[3, 3, 64, 112, 112]",0.828125,0.953125,1.0,0.3125,0.515625,0.171875,0.8125,0.140625,0.046875,1.0,0.0,0.0,2.1102940261363985,4.5381031311475315,7.401189260184765,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=33;left_hand_black_frames=11;right_hand_prev_bbox_fallback_frames=9;right_hand_black_frames=3
wlasl:01387,01387,01387,africa,76,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01387.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01387_preview.jpg,39,64,"[3, 3, 64, 112, 112]",0.890625,0.9375,1.0,0.609375,0.28125,0.109375,0.75,0.1875,0.0625,1.0,0.0,0.0,1.8856046138665614,5.407991061607997,7.816913314163685,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=18;left_hand_black_frames=7;right_hand_prev_bbox_fallback_frames=12;right_hand_black_frames=4
wlasl:01388,01388,01388,africa,76,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01388.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01388_preview.jpg,104,64,"[3, 3, 64, 112, 112]",0.703125,0.6875,1.0,0.515625,0.1875,0.296875,0.453125,0.234375,0.3125,1.0,0.0,0.0,1.7237839518171367,6.657917910608752,8.142275154590607,ok,,right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=12;left_hand_black_frames=19;right_hand_prev_bbox_fallback_frames=15;right_hand_black_frames=20
wlasl:01987,01987,01987,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01987.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01987_preview.jpg,64,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.3132606744766235,5.130659949034452,8.061828501522541,ok,,
wlasl:01988,01988,01988,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01988.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01988_preview.jpg,122,64,"[3, 3, 64, 112, 112]",0.890625,1.0,1.0,0.890625,0.0,0.109375,1.0,0.0,0.0,1.0,0.0,0.0,6.909600748304735,4.83590997941792,7.711690336465836,ok,,left_hand_black_frames=7
wlasl:01991,01991,01991,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01991.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01991_preview.jpg,43,64,"[3, 3, 64, 112, 112]",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.849273845553398,7.457003779709339,ok,,sampled_with_repeated_indices;left_hand_black_frames=64
wlasl:01992,01992,01992,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/01992.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/01992_preview.jpg,51,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.210569031536579,5.612472891807556,7.211141228675842,ok,,sampled_with_repeated_indices
wlasl:02003,02003,02003,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/02003.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/02003_preview.jpg,65,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.10594043135643,5.601798068732023,7.785986565053463,ok,,
wlasl:03000,03000,03000,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/03000.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/03000_preview.jpg,89,64,"[3, 3, 64, 112, 112]",0.0,0.890625,1.0,0.0,0.0,1.0,0.875,0.015625,0.109375,1.0,0.0,0.0,0.0,5.622329618249621,8.054457001388073,ok,,left_hand_black_frames=64;right_hand_prev_bbox_fallback_frames=1;right_hand_black_frames=7
wlasl:03001,03001,03001,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/03001.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/03001_preview.jpg,78,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.564685553312302,5.934625446796417,7.945873744785786,ok,,
wlasl:03002,03002,03002,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/03002.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/03002_preview.jpg,57,64,"[3, 3, 64, 112, 112]",0.71875,0.953125,1.0,0.421875,0.296875,0.28125,0.953125,0.0,0.046875,1.0,0.0,0.0,4.252568403879802,5.992392539978027,8.22876127064228,ok,,sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=19;left_hand_black_frames=18;right_hand_black_frames=3
wlasl:03003,03003,03003,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/03003.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/03003_preview.jpg,108,64,"[3, 3, 64, 112, 112]",0.625,0.828125,1.0,0.03125,0.59375,0.375,0.828125,0.0,0.171875,1.0,0.0,0.0,2.0990525484085083,6.011504085558765,7.960112318396568,ok,,left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=38;left_hand_black_frames=24;right_hand_black_frames=11
wlasl:03005,03005,03005,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/03005.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/03005_preview.jpg,38,64,"[3, 3, 64, 112, 112]",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.944139666855335,7.186764530837536,ok,,sampled_with_repeated_indices;left_hand_black_frames=64
wlasl:03008,03008,03008,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/03008.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/03008_preview.jpg,75,64,"[3, 3, 64, 112, 112]",0.890625,1.0,1.0,0.5,0.390625,0.109375,1.0,0.0,0.0,1.0,0.0,0.0,2.9126952588558197,5.1764182560145855,7.640627309679985,ok,,left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=25;left_hand_black_frames=7
wlasl:05229,05229,05229,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05229.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05229_preview.jpg,71,64,"[3, 3, 64, 112, 112]",0.9375,0.9375,1.0,0.75,0.1875,0.0625,0.84375,0.09375,0.0625,1.0,0.0,0.0,4.168113236625989,5.006632734228064,7.8035189881920815,ok,,end_frame_clipped_to_video_end;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=12;left_hand_black_frames=4;right_hand_prev_bbox_fallback_frames=6;right_hand_black_frames=4
wlasl:05230,05230,05230,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05230.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05230_preview.jpg,83,64,"[3, 3, 64, 112, 112]",0.65625,0.6875,1.0,0.65625,0.0,0.34375,0.6875,0.0,0.3125,1.0,0.0,0.0,5.794283514931088,5.876727510582317,7.906322821974754,ok,,left_hand_black_frames=22;right_hand_black_frames=20
wlasl:05231,05231,05231,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05231.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05231_preview.jpg,32,64,"[3, 3, 64, 112, 112]",0.84375,0.921875,1.0,0.53125,0.3125,0.15625,0.625,0.296875,0.078125,1.0,0.0,0.0,4.486996005563175,4.028483325242997,7.916168540716171,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=20;left_hand_black_frames=10;right_hand_prev_bbox_fallback_frames=19;right_hand_black_frames=5
wlasl:05233,05233,05233,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05233.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05233_preview.jpg,101,64,"[3, 3, 64, 112, 112]",0.78125,0.828125,1.0,0.65625,0.125,0.21875,0.75,0.078125,0.171875,1.0,0.0,0.0,5.064361018793924,5.313913154105346,7.565254412591457,ok,,left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=8;left_hand_black_frames=14;right_hand_prev_bbox_fallback_frames=5;right_hand_black_frames=11
wlasl:05234,05234,05234,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05234.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05234_preview.jpg,80,64,"[3, 3, 64, 112, 112]",0.8125,0.984375,1.0,0.75,0.0625,0.1875,0.9375,0.046875,0.015625,1.0,0.0,0.0,5.416436639924844,4.593539504210154,8.052420794963837,ok,,right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=4;left_hand_black_frames=12;right_hand_prev_bbox_fallback_frames=3;right_hand_black_frames=1
wlasl:05238,05238,05238,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05238.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05238_preview.jpg,36,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.53307168930769,5.113192610442638,8.20993123203516,ok,,sampled_with_repeated_indices
wlasl:05243,05243,05243,basketball,77,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05243.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05243_preview.jpg,68,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,0.9375,0.0625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.779802906513214,4.770650632679462,7.736224673688412,ok,,left_hand_prev_bbox_fallback_frames=4
wlasl:05629,05629,05629,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05629.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05629_preview.jpg,68,64,"[3, 3, 64, 112, 112]",0.703125,0.90625,1.0,0.140625,0.5625,0.296875,0.546875,0.359375,0.09375,1.0,0.0,0.0,2.4453694886631436,4.285839143821171,7.751457430422306,ok,,end_frame_clipped_to_video_end;right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=36;left_hand_black_frames=19;right_hand_prev_bbox_fallback_frames=23;right_hand_black_frames=6
wlasl:05630,05630,05630,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05630.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05630_preview.jpg,74,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.425458177924156,5.819232031702995,7.753981806337833,ok,,
wlasl:05631,05631,05631,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05631.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05631_preview.jpg,23,64,"[3, 3, 64, 112, 112]",0.671875,0.984375,1.0,0.046875,0.625,0.328125,0.921875,0.0625,0.015625,1.0,0.0,0.0,1.7773374319076538,5.868576057886673,8.236879669129848,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=40;left_hand_black_frames=21;right_hand_prev_bbox_fallback_frames=4;right_hand_black_frames=1
wlasl:05632,05632,05632,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05632.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05632_preview.jpg,32,64,"[3, 3, 64, 112, 112]",0.796875,1.0,1.0,0.59375,0.203125,0.203125,1.0,0.0,0.0,1.0,0.0,0.0,2.072738826274872,4.74963616579771,8.073326781392097,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=13;left_hand_black_frames=13
wlasl:05633,05633,05633,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05633.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05633_preview.jpg,26,64,"[3, 3, 64, 112, 112]",0.984375,0.984375,1.0,0.890625,0.09375,0.015625,0.9375,0.046875,0.015625,1.0,0.0,0.0,4.226991858398705,4.5695627729098005,7.6581199169158936,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=6;left_hand_black_frames=1;right_hand_prev_bbox_fallback_frames=3;right_hand_black_frames=1
wlasl:05634,05634,05634,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05634.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05634_preview.jpg,88,64,"[3, 3, 64, 112, 112]",0.84375,0.828125,1.0,0.84375,0.0,0.15625,0.703125,0.125,0.171875,1.0,0.0,0.0,4.658411692689966,5.591789107852512,7.780097536742687,ok,,right_hand_fallback_limit_reached=3;left_hand_black_frames=10;right_hand_prev_bbox_fallback_frames=8;right_hand_black_frames=11
wlasl:05636,05636,05636,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05636.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05636_preview.jpg,57,64,"[3, 3, 64, 112, 112]",0.9375,1.0,1.0,0.75,0.1875,0.0625,1.0,0.0,0.0,1.0,0.0,0.0,4.297772139310837,5.278836630284786,8.171138562262058,ok,,sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=12;left_hand_black_frames=4
wlasl:05637,05637,05637,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05637.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05637_preview.jpg,43,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.7879113033413887,4.47556871175766,6.835181795060635,ok,,sampled_with_repeated_indices
wlasl:05638,05638,05638,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05638.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05638_preview.jpg,32,64,"[3, 3, 64, 112, 112]",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.882889524102211,6.9002446830272675,ok,,sampled_with_repeated_indices;left_hand_black_frames=64
wlasl:05644,05644,05644,bed,32,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt100/train/05644.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt100/train/05644_preview.jpg,72,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,0.984375,0.015625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.053622245788574,4.169253101572394,7.611565560102463,ok,,left_hand_prev_bbox_fallback_frames=1
