instance_uid,sample_id,video_id,gloss,class_id,split,tensor_path,crop_root,preview_path,num_frames_original,num_frames_used,tensor_shape,left_hand_valid_ratio,right_hand_valid_ratio,face_valid_ratio,left_hand_current_bbox_ratio,left_hand_previous_fallback_ratio,left_hand_black_crop_ratio,right_hand_current_bbox_ratio,right_hand_previous_fallback_ratio,right_hand_black_crop_ratio,face_current_bbox_ratio,face_previous_fallback_ratio,face_black_crop_ratio,mean_left_hand_conf,mean_right_hand_conf,mean_face_conf,status,error_message,notes
wlasl:01387,01387,01387,africa,76,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01387.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01387_preview.jpg,39,64,"[3, 3, 64, 112, 112]",0.890625,0.9375,1.0,0.609375,0.28125,0.109375,0.75,0.1875,0.0625,1.0,0.0,0.0,1.8856046138665614,5.407991061607997,7.816913314163685,ok,,end_frame_clipped_to_video_end;sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=18;left_hand_black_frames=7;right_hand_prev_bbox_fallback_frames=12;right_hand_black_frames=4
wlasl:01388,01388,01388,africa,76,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01388.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01388_preview.jpg,104,64,"[3, 3, 64, 112, 112]",0.703125,0.6875,1.0,0.515625,0.1875,0.296875,0.453125,0.234375,0.3125,1.0,0.0,0.0,1.7237839518171367,6.657917910608752,8.142275154590607,ok,,right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=12;left_hand_black_frames=19;right_hand_prev_bbox_fallback_frames=15;right_hand_black_frames=20
wlasl:01460,01460,01460,again,139,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01460.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01460_preview.jpg,70,64,"[3, 3, 64, 112, 112]",0.9375,0.96875,1.0,0.75,0.1875,0.0625,0.78125,0.1875,0.03125,1.0,0.0,0.0,4.464108943939209,4.940110740661621,8.278480261564255,ok,,end_frame_clipped_to_video_end;left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=12;left_hand_black_frames=4;right_hand_prev_bbox_fallback_frames=12;right_hand_black_frames=2
wlasl:01461,01461,01461,again,139,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01461.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01461_preview.jpg,70,64,"[3, 3, 64, 112, 112]",0.734375,0.78125,1.0,0.65625,0.078125,0.265625,0.734375,0.046875,0.21875,1.0,0.0,0.0,6.526634659085955,6.114224373026097,8.360195398330688,ok,,left_hand_fallback_limit_reached=3;right_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=5;left_hand_black_frames=17;right_hand_prev_bbox_fallback_frames=3;right_hand_black_frames=14
wlasl:01463,01463,01463,again,139,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01463.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01463_preview.jpg,90,64,"[3, 3, 64, 112, 112]",0.625,0.828125,1.0,0.140625,0.484375,0.375,0.78125,0.046875,0.171875,1.0,0.0,0.0,5.146873262193468,6.448549609184266,8.109308138489723,ok,,left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=31;left_hand_black_frames=24;right_hand_prev_bbox_fallback_frames=3;right_hand_black_frames=11
wlasl:01464,01464,01464,again,139,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01464.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01464_preview.jpg,65,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.852117700502276,6.348606780171394,8.200602293014526,ok,,
wlasl:01466,01466,01466,again,139,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01466.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01466_preview.jpg,43,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.466372258961201,6.228679545223713,6.843719154596329,ok,,sampled_with_repeated_indices
wlasl:01471,01471,01471,again,139,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01471.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01471_preview.jpg,64,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0955204255878925,5.187303300946951,7.74787300825119,ok,,
wlasl:01987,01987,01987,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01987.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01987_preview.jpg,64,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.3132606744766235,5.130659949034452,8.061828501522541,ok,,
wlasl:01988,01988,01988,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01988.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01988_preview.jpg,122,64,"[3, 3, 64, 112, 112]",0.890625,1.0,1.0,0.890625,0.0,0.109375,1.0,0.0,0.0,1.0,0.0,0.0,6.909600748304735,4.83590997941792,7.711690336465836,ok,,left_hand_black_frames=7
wlasl:01991,01991,01991,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01991.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01991_preview.jpg,43,64,"[3, 3, 64, 112, 112]",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.849273845553398,7.457003779709339,ok,,sampled_with_repeated_indices;left_hand_black_frames=64
wlasl:01992,01992,01992,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/01992.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/01992_preview.jpg,51,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.210569031536579,5.612472891807556,7.211141228675842,ok,,sampled_with_repeated_indices
wlasl:02003,02003,02003,all,18,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02003.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02003_preview.jpg,65,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.10594043135643,5.601798068732023,7.785986565053463,ok,,
wlasl:02228,02228,02228,always,256,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02228.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02228_preview.jpg,70,64,"[3, 3, 64, 112, 112]",0.984375,0.921875,1.0,0.859375,0.125,0.015625,0.640625,0.28125,0.078125,1.0,0.0,0.0,5.508211419799111,2.7094718828433897,8.218415632843971,ok,,end_frame_clipped_to_video_end;right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=8;left_hand_black_frames=1;right_hand_prev_bbox_fallback_frames=18;right_hand_black_frames=5
wlasl:02233,02233,02233,always,256,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02233.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02233_preview.jpg,57,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,0.96875,0.03125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.126366303813073,5.928157694637775,7.668752066791058,ok,,sampled_with_repeated_indices;left_hand_prev_bbox_fallback_frames=2
wlasl:02238,02238,02238,always,256,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02238.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02238_preview.jpg,68,64,"[3, 3, 64, 112, 112]",0.84375,0.984375,1.0,0.21875,0.625,0.15625,0.890625,0.09375,0.015625,1.0,0.0,0.0,2.8203431708472118,5.28300995157476,7.871835008263588,ok,,right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=40;left_hand_black_frames=10;right_hand_prev_bbox_fallback_frames=6;right_hand_black_frames=1
wlasl:02583,02583,02583,animal,257,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02583.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02583_preview.jpg,126,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.4592106025666,4.843736533075571,7.698604375123978,ok,,end_frame_clipped_to_video_end
wlasl:02584,02584,02584,animal,257,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02584.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02584_preview.jpg,72,64,"[3, 3, 64, 112, 112]",0.984375,0.921875,1.0,0.875,0.109375,0.015625,0.640625,0.28125,0.078125,1.0,0.0,0.0,5.224702624338014,7.1066769274269666,8.343297183513641,ok,,end_frame_clipped_to_video_end;right_hand_fallback_limit_reached=3;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=7;left_hand_black_frames=1;right_hand_prev_bbox_fallback_frames=18;right_hand_black_frames=5
wlasl:02589,02589,02589,animal,257,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02589.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02589_preview.jpg,47,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.3788537457585335,5.839965909719467,7.1186388954520226,ok,,sampled_with_repeated_indices
wlasl:02592,02592,02592,animal,257,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/02592.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/02592_preview.jpg,77,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.62242241948843,6.594488598406315,8.28739583492279,ok,,
wlasl:03000,03000,03000,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03000.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03000_preview.jpg,89,64,"[3, 3, 64, 112, 112]",0.0,0.890625,1.0,0.0,0.0,1.0,0.875,0.015625,0.109375,1.0,0.0,0.0,0.0,5.622329618249621,8.054457001388073,ok,,left_hand_black_frames=64;right_hand_prev_bbox_fallback_frames=1;right_hand_black_frames=7
wlasl:03001,03001,03001,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03001.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03001_preview.jpg,78,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.564685553312302,5.934625446796417,7.945873744785786,ok,,
wlasl:03002,03002,03002,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03002.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03002_preview.jpg,57,64,"[3, 3, 64, 112, 112]",0.71875,0.953125,1.0,0.421875,0.296875,0.28125,0.953125,0.0,0.046875,1.0,0.0,0.0,4.252568403879802,5.992392539978027,8.22876127064228,ok,,sampled_with_repeated_indices;left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=19;left_hand_black_frames=18;right_hand_black_frames=3
wlasl:03003,03003,03003,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03003.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03003_preview.jpg,108,64,"[3, 3, 64, 112, 112]",0.625,0.828125,1.0,0.03125,0.59375,0.375,0.828125,0.0,0.171875,1.0,0.0,0.0,2.0990525484085083,6.011504085558765,7.960112318396568,ok,,left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=38;left_hand_black_frames=24;right_hand_black_frames=11
wlasl:03005,03005,03005,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03005.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03005_preview.jpg,38,64,"[3, 3, 64, 112, 112]",0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.944139666855335,7.186764530837536,ok,,sampled_with_repeated_indices;left_hand_black_frames=64
wlasl:03008,03008,03008,apple,52,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03008.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03008_preview.jpg,75,64,"[3, 3, 64, 112, 112]",0.890625,1.0,1.0,0.5,0.390625,0.109375,1.0,0.0,0.0,1.0,0.0,0.0,2.9126952588558197,5.1764182560145855,7.640627309679985,ok,,left_hand_fallback_limit_reached=3;left_hand_prev_bbox_fallback_frames=25;left_hand_black_frames=7
wlasl:03118,03118,03118,approve,181,train,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/tensors/nslt300/train/03118.npz,,F:/DMV/Recognizing-sign-language-at-the-word-level/data/datasets/WLASL/branch_inputs/regions/rtmw_l/previews/nslt300/train/03118_preview.jpg,134,64,"[3, 3, 64, 112, 112]",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.1261102641001344,3.9018040895462036,7.986952602863312,ok,,end_frame_clipped_to_video_end
